,datetime,rpl_price
552,2023-02-06 18:33:59,25352434075109143
553,2023-02-07 13:59:11,25786128101358282
554,2023-02-08 09:17:47,24856655590956618
555,2023-02-09 04:42:47,28247307578870954
556,2023-02-10 00:02:35,31499661106294551
557,2023-02-10 19:18:23,31491155538690337
558,2023-02-11 14:38:11,30425456976470983
559,2023-02-12 09:56:47,29408831978497781
560,2023-02-13 05:14:23,29113521610611081
561,2023-02-14 00:31:59,27735807650853617
562,2023-02-14 19:51:11,27801208147166843
563,2023-02-15 15:10:23,28266024350870894
564,2023-02-16 10:28:23,27612230366499870
565,2023-02-17 05:52:35,29114020045676308
566,2023-02-18 01:17:23,30642312004690849
567,2023-02-18 20:49:11,31458632183263905
568,2023-02-19 16:11:59,31611767227177099
569,2023-02-20 11:40:11,30125646276747365
570,2023-02-21 07:03:59,28691362938669634
571,2023-02-22 02:28:23,28244176392306958
572,2023-02-22 21:58:35,30043184125725992
573,2023-02-23 17:24:11,30377482352687497
574,2023-02-24 12:49:23,29331836588896544
575,2023-02-25 08:21:11,28751779864205945
576,2023-02-26 03:45:47,30351519711441877
577,2023-02-26 23:10:11,30445857346302585
578,2023-02-27 18:33:23,29504300917826619
579,2023-02-28 13:59:35,29123794124193007
580,2023-03-01 09:23:47,29363709808003810
581,2023-03-02 04:48:59,28043092915015547
582,2023-03-03 00:20:59,26513496879340317
583,2023-03-03 19:45:23,26259339795254785
584,2023-03-04 15:15:11,25561965347161201
585,2023-03-05 10:40:47,25503563278646541
586,2023-03-06 06:05:23,25191067063964614
587,2023-03-07 01:31:23,24792329805390831
588,2023-03-07 21:01:47,23647377102515367
589,2023-03-08 16:26:47,23902336709569243
590,2023-03-09 11:50:23,24085884928732685
591,2023-03-10 07:22:23,25290071730403979
592,2023-03-11 02:46:59,24856138707895264
593,2023-03-11 22:18:23,22943200723646552
594,2023-03-12 17:43:23,22347905502537549
595,2023-03-13 13:08:11,23363610854658880
596,2023-03-14 08:33:23,25432577642736424
597,2023-03-15 03:58:23,24901308529291169
598,2023-03-15 23:29:11,23244553446848707
