,staked_rpl_value_in_eth,provided_eth,matched_eth
2861,2.308710814107474,8.0,24.0
2862,7.214721294085856,24.0,72.0
2863,5.3485133860156475,16.0,48.0
2864,0.0,0.0,0.0
2865,1.9816434487755816,8.0,24.0
2866,10.105935412817942,32.0,96.0
2867,3.9940977813984717,16.0,48.0
2868,2.3421242030367457,8.0,24.0
2869,1.3442468715140767,16.0,16.0
2870,2.4256644777109755,8.0,24.0
2871,79.48396631488365,256.0,768.0
2872,8.118033154496734,24.0,72.0
2873,2.5549741693946153,8.0,24.0
2874,2.1272906252803114,8.0,24.0
2875,6.7072340578805685,16.0,48.0
2876,8.990135107223436,32.0,96.0
2877,11.54355407053737,16.0,48.0
2878,9.615835823747066,8.0,24.0
2879,2.3072486305918725,8.0,24.0
2880,27.129289380040042,104.0,312.0
2881,5.1945993317418155,16.0,48.0
2882,7.761167150394824,24.0,72.0
2883,2.3010151113937822,8.0,24.0
2884,1.9621693325128873,8.0,24.0
2885,7.945813051886556,32.0,96.0
2886,7.945813051886556,32.0,96.0
2887,1.5266061669433908,16.0,16.0
2888,2.0386997451199846,8.0,24.0
2889,19.528573067422656,80.0,240.0
2890,1.4714620319707303,16.0,16.0
2891,5.887212575974058,24.0,72.0
2892,46.2288021364348,256.0,544.0
2893,1.523143186954788,16.0,16.0
2894,2.0031836302477237,8.0,24.0
2895,6.28842049615576,24.0,72.0
2896,2.409638034560677,8.0,24.0
2897,2.1641252667155664,8.0,24.0
2898,2.5011033819497634,8.0,24.0
2899,2.308710814107474,8.0,24.0
2900,2.482885537308209,8.0,24.0
2901,4.343085987447542,32.0,32.0
2902,2.3992699957908394,8.0,24.0
2903,5.80627671585054,16.0,48.0
2904,1.5711474853595293,16.0,16.0
2905,2.3166104529430784,8.0,24.0
2906,1.9239256784228949,16.0,16.0
2907,0.0,0.0,0.0
2908,2.2241587888222525,8.0,24.0
2909,0.0,0.0,0.0
2910,2.293856355243304,8.0,24.0
2911,2.567316001552402,8.0,24.0
2912,4.078722418599204,8.0,24.0
2913,2.422509783407117,8.0,24.0
2914,4.593929275395364,16.0,48.0
2915,1.6444301603031504,16.0,16.0
2916,2.212514530186329,8.0,24.0
2917,2.3827669653457204,8.0,24.0
2918,25.722886320514107,16.0,48.0
2919,3.443826964376982,32.0,32.0
2920,3.480209530993828,8.0,24.0
2921,222.52124396639203,408.0,1224.0
2922,1539.1405427383158,80.0,240.0
2923,4.405031969263699,16.0,16.0
2924,1.4485101886951508,16.0,16.0
